,0.20.0,0.20.1,0.20.2,0.20.2+228,0.20.2+320,0.20.2+737,0.20.2-cdh3b4,0.20.2-cdh3u0,0.20.2-cdh3u1,0.20.2-cdh3u2,0.20.2-cdh3u3,0.20.2-cdh3u4,0.20.2-cdh3u5,0.20.203.0,0.20.204.0,0.20.205.0,0.21.0,0.22.0,0.23.0,0.23.0-cdh4b1,0.23.1,0.23.1-cdh4.0.0b2,0.23.3,1.0.0,1.0.1,1.0.2,1.0.3,2.0.0-alpha,2.0.0-cdh4.0.0,2.0.0-cdh4.0.1,2.0.0-cdh4.1.0,2.0.1-alpha
org.apache.hadoop.mapreduce.tools.CLI,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.mapreduce.v2.api.protocolrecords.GetDelegationTokenRequest,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.mapreduce.v2.hs.HistoryFileManager,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.mapreduce.v2.hs.HistoryStorage,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.ContextFactory,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.MetricsContext,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.MetricsException,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.MetricsRecord,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.MetricsServlet,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.MetricsUtil,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.Updater,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.file.FileContext,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,D,D,D,D,D,D,D,D,D,D,D,D,D,D
org.apache.hadoop.metrics.ganglia.GangliaContext,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.ganglia.GangliaContext31,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics.jvm.EventCounter,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.jvm.JvmMetrics,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.spi.AbstractMetricsContext,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.AbstractMetricsContext.MetricMap,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics.spi.AbstractMetricsContext.TagMap,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics.spi.CompositeContext,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.MetricValue,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.MetricsRecordImpl,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.NoEmitMetricsContext,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.NullContext,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.NullContextWithUpdateThread,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.OutputRecord,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.spi.Util,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics.util.MBeanUtil,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsBase,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsDynamicMBeanBase,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsIntValue,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsLongValue,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsRegistry,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsTimeVaryingInt,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsTimeVaryingLong,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics.util.MetricsTimeVaryingRate,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,N,N,N,N,N,N,N,D,D,D,D,N,N,N,N,N
org.apache.hadoop.metrics2.AbstractMetric,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.Metric,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.MetricCounter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.MetricGauge,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.MetricsBuilder,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.MetricsCollector,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsException,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsFilter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsInfo,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsPlugin,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsRecord,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsRecordBuilder,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsSink,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsSource,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsSystem,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsSystem.AbstractCallback,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.MetricsSystem.Callback,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.MetricsSystemMXBean,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsTag,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.MetricsVisitor,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.annotation.Metric,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.annotation.Metrics,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.filter.GlobFilter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.filter.RegexFilter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.impl.MetricsConfigException,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.impl.MetricsRecordImpl,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.impl.MetricsSystemImpl,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.AbstractMetricsSource,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.DefaultMetricsSystem,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.Interns,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MetricMutable,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableCounter,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableCounterInt,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableCounterLong,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableFactory,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableGauge,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableGaugeInt,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableGaugeLong,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricMutableStat,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.lib.MetricsRegistry,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableCounter,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableCounterInt,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableCounterLong,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableGauge,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableGaugeInt,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableGaugeLong,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableMetric,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableQuantiles,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
org.apache.hadoop.metrics2.lib.MutableRate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableRates,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.lib.MutableStat,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.sink.FileSink,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.sink.ganglia.AbstractGangliaSink,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.sink.ganglia.AbstractGangliaSink.GangliaConfType,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.sink.ganglia.AbstractGangliaSink.GangliaSlope,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.sink.ganglia.GangliaSink30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.sink.ganglia.GangliaSink31,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.source.JvmMetricsSource,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.util.Contracts,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.util.MBeans,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.util.MetricsCache,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.util.MetricsCache.Record,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.util.SampleStat,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.util.SampleStat.MinMax,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.metrics2.util.Servers,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.metrics2.util.TryIterator,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.AbstractDNSToSwitchMapping,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.net.CachedDNSToSwitchMapping,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.net.DNS,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.DNSToSwitchMapping,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.net.NetUtils,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.NetUtils.HostResolver,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
org.apache.hadoop.net.NetUtils.QualifiedHostResolver,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
org.apache.hadoop.net.NetUtils.StandardHostResolver,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
org.apache.hadoop.net.NetworkTopology,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.NetworkTopology.InvalidTopologyException,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.net.Node,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.NodeBase,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.ScriptBasedMapping,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.net.SocketInputStream,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.SocketInputWrapper,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
org.apache.hadoop.net.SocketOutputStream,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N
org.apache.hadoop.net.SocksSocketFactory,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.net.StandardSocketFactory,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
org.apache.hadoop.net.TableMapping,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y
org.apache.hadoop.record.BinaryRecordInput,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.BinaryRecordOutput,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.Buffer,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.CsvRecordInput,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.CsvRecordOutput,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.Index,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.Record,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.RecordComparator,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.RecordInput,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.RecordOutput,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.Utils,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
org.apache.hadoop.record.XmlRecordInput,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,D,D,D,D,D,D,D,Y,Y,Y,Y,D,D,D,D,D
